,message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
81,289681,,9,กรุงเทพมหานคร,"รถขนดิน ปล่อยดินหล่นร่วงบนถนนตลอดเส้นทาง

เคยแจ้งแล้วไม่มีการแก้ไขและติดตาม",2022-8MRWL6,"['100.42723', '13.74720']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/7eb8be7d412afbf230049ee65a3d8836b7ebfc2f.jpg,,20 ถนน พุทธมณฑลสาย 1 แขวง บางเชือกหนัง เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,บางเชือกหนัง,กรุงเทพมหานคร,2022-12-07 12:42:01.530313+00,{},inprogress,,0,กำลังดำเนินการ
82,289678,ถนน,12,กรุงเทพมหานคร,ถนนพังระหว่างไปโรงเรียนพัง ไม่มีใครซ่อม,2022-GWLRAX,"['100.71149', '13.88625']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/43cb45e0fb2b5c22d1fac48b0b26d8024e087099.jpg,,84 Soi Hathai Rat 39 แขวง สามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,คลองสามวา,สามวาตะวันตก,กรุงเทพมหานคร,2022-12-07 12:40:26.714293+00,{ถนน},inprogress,,0,กำลังดำเนินการ
83,289677,ทางเท้า,5,กรุงเทพมหานคร,แจ้งแผงลอย บนทางเท้า ล้างจาน เทน้ำทิ้งลงท่อสาธารณะ,2022-9LDE6Z,"['100.55326', '13.73485']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2dd0f5d38ccec9d10d66658669ba4d6ef4c577fe.jpg,,219/1 ซอย สุขุมวิท แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,2022-12-07 12:37:23.532766+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
84,289676,จราจร,91,กรุงเทพมหานคร,ปล่อยไฟเขียวสั้นมาก ไม่แน่ใจใช้ระบบอะไรครับ อัตโนมัติหรือมีเจ้าหน้าที่ควบคุม รถติดสะสมยาวไปจนถึงสีลม,2022-LTRMQK,"['100.52976', '13.72298']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/06eda584d2bc091d9886a4c0e6275bea475cd872.jpg,,BTS ช่องนนทรี แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,บางรัก,สีลม,กรุงเทพมหานคร,2022-12-07 12:35:56.157723+00,{จราจร},report,,0,รอรับเรื่อง
85,289674,,18,กรุงเทพมหานคร,ให้ข้อมูลเพิ่มเติม,2022-NTCYHA,"['100.38235', '13.60008']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/b7bffdfe327d31309003027b2fe10a572ebd64f2.jpg,,58/8 ซอย แสมดำ 12 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,บางขุนเทียน,แสมดำ,กรุงเทพมหานคร,2022-12-07 12:32:25.08323+00,{},report,,0,รอรับเรื่อง
86,289673,จราจร,91,กรุงเทพมหานคร,"รถติดสะสมนานมากกว่าครึ่งชั่วโมง
เปิดไฟเขียว 10 วิ ไฟแดงเป็นร้อย",2022-9X4MKE,"['100.52913', '13.72471']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/bb51faf0fdae0586e9bea3935eaa005d0edab029.jpg,,81 ถนน นราธิวาสราชนครินทร์ แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,บางรัก,สีลม,กรุงเทพมหานคร,2022-12-07 12:28:37.377675+00,{จราจร},report,,0,รอรับเรื่อง
87,289672,"ถนน,ต้นไม้,ทางเท้า",6,กรุงเทพมหานคร,"อยากรบกวนให้ช่วยเช็คพื้นที่ฟุตบาททางเท้า บริเวณหน้าคอนโด BRepublic ด้วยค่ะ 
ทางคอนโดปลูกต้นไม้จนคลุมฟุตบาทเต็มพื้นที่เลยค่ะ คนต้องลงไปเดินที่ถนนค่ะ 
(ไม่แน่ใจว่าเป็นพื้นที่ของคอนโด หรือของกทม.นะคะ) 
คอนโดอยู่ในซ.สุขุมวิท101/1 ค่ะ
รบกวนด้วยนะคะ
ขอบคุณค่ะ",2022-EE6WXV,"['100.62493', '13.68446']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/b459a5226ec9b765f99f62a765f0bd6101629520.jpg,,MJMF+QXM แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-07 12:28:17.31273+00,"{ถนน,ต้นไม้,ทางเท้า}",report,,0,รอรับเรื่อง
88,289669,สัตว์จรจัด,12,กรุงเทพมหานคร,สุนัจจรจัด เคยแจ้งไปหลายครั้งแล้ว ไม่มี่เจ้าหน้าที่มาจับเลยคะ ตอนนี้มีเป็น10 แล้วจ้า,2022-MP48T4,"['100.63846', '13.75591']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/a7cb12af43421695bb3ce81eec31b002aba6bebd.jpg,,2220/96 ซอย รามคำแหง 36/1 แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,หัวหมาก,กรุงเทพมหานคร,2022-12-07 12:14:26.478363+00,{สัตว์จรจัด},report,,0,รอรับเรื่อง
89,289668,แสงสว่าง,12,กรุงเทพมหานคร,ไฟทางดับ,2022-4CHXHT,"['100.48331', '13.74282']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/843691de1eefd8739247f6c55f7e32f8caa24c0f.jpg,,336/5 ถนน อิสรภาพ แขวง วัดอรุณ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600 ประเทศไทย,บางกอกใหญ่,วัดอรุณ,กรุงเทพมหานคร,2022-12-07 12:10:06.995685+00,{แสงสว่าง},report,,0,รอรับเรื่อง
90,289666,"กีดขวาง,ทางเท้า",6,กรุงเทพมหานคร,รถมอเตอร์ไซค์จอดขวางทางเท้าเป็นประจำตั้งแต่เวลา 16.00 น เป็นต้นไป ตำแหน่งหน้าบ้านระหว่างตลาดเดินเล่น และคาซ่าคอนโด รัชดา-ท่าพระ ทำให้คนสัญจรทางเท้าต้องลงไปเดินบนถนน,2022-GDKVGT,"['100.47712', '13.71383']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/9dc9217c2f6bb4ff0dcd5b1534e7c7bdd3d4641e.jpg,,767 ซอย เทอดไท 33 แขวง ดาวคะนอง เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,ธนบุรี,ดาวคะนอง,กรุงเทพมหานคร,2022-12-07 12:02:31.051721+00,"{กีดขวาง,ทางเท้า}",inprogress,,0,กำลังดำเนินการ
91,289664,"ถนน,แสงสว่าง",12,กรุงเทพมหานคร,ไฟทางถนนไม่ได้เปิด ถนนมืดมาก,2022-BZEW9B,"['100.48824', '13.76534']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d5e00254a94092b0dc00ec57949ff5777f1cad2d.jpg,,QF8Q+494 ถ. สมเด็จพระปิ่นเกล้า แขวง อรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,บางกอกน้อย,อรุณอมรินทร์,กรุงเทพมหานคร,2022-12-07 12:01:05.42669+00,"{ถนน,แสงสว่าง}",report,,0,รอรับเรื่อง
92,289661,ถนน,6,กรุงเทพมหานคร,ถนนคอนแวนต์เขตบางรักไฟทางเท้าไม่ติดตามรูป,2022-MG6E3V,"['100.53430', '13.72541']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c3ac1deb63500daecef3b0023366d86c2d09c044.jpg,,1 ซอย แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,บางรัก,สีลม,กรุงเทพมหานคร,2022-12-07 11:49:09.590039+00,{ถนน},report,,0,รอรับเรื่อง
93,289659,ถนน,14,กรุงเทพมหานคร,พบเสาไฟฟ้าเอนกำลังจะล้มทับบ้านครับอยู่ในซอยหมู่บ้านเอกชัยเลควิลล์ ซอยพรมแดนสอง ถนนเอกชัย 131 แขวงบางบอนใต้ เขตบางบอนกรุงเทพครับ อยู่ในเขตสำนักงานเขตบางบอน,2022-7GA6MA,"['100.37507', '13.62962']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/43f1441b4aeae489e3304cb272734f86820b02cb.jpg,,67/3 เอกชัย บางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,บางบอน,บางบอนใต้,กรุงเทพมหานคร,2022-12-07 11:48:24.67675+00,{ถนน},inprogress,,0,รอรับเรื่อง
94,289658,สัตว์จรจัด,12,กรุงเทพมหานคร,สุนัขจรจัดจำนวนมาก,2022-P438CD,"['100.34119', '13.66891']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1a284c39c02fcbb60272466cbff02bdd36120be1.jpg,,ตรงข้ามหมู่บ้านพรทิพา 4 แขวง หนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,หนองแขม,หนองแขม,กรุงเทพมหานคร,2022-12-07 11:48:21.418675+00,{สัตว์จรจัด},report,,0,รอรับเรื่อง
95,289657,,91,กรุงเทพมหานคร,ขับรถทับเส้นทึบแซงไปมาไม่เคารพกฎจราจร,2022-MX4BU7,"['100.54262', '13.70193']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/73eb8da010c99356b22fe720b34288866bc33d7a.jpg,,220/10 ซอย ศรีนคร แขวง ช่องนนทรี เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,ยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,2022-12-07 11:47:50.445609+00,{},report,,0,รอรับเรื่อง
96,289656,สัตว์จรจัด,12,กรุงเทพมหานคร,ช่วยจัดการทำหมัน แมวจรจัดหน่อยครับ เยอะมากๆ,2022-94DQ9N,"['100.46454', '13.79142']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/93dc4ca884e6ed55a8639ac33a2201b07687a58b.jpg,,17 ซอย พิทักษ์ธรรม 1 แขวง ตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,2022-12-07 11:47:07.976436+00,{สัตว์จรจัด},inprogress,,0,รอรับเรื่อง
97,289654,แสงสว่าง,12,กรุงเทพมหานคร,ไฟฟ้าส่องสว่าง หมายเลข 2  และ 4  เสียครับ (หมายเลข 2 เสีย แจ้งไปหลายครั้งแล้วครับ),2022-ACQNC6,"['100.58363', '13.80194']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6d5dadc9ea58503cdbc8f946728a26f2c9c800b4.jpg,,47 ซอย ลาดพร้าว 39 แขวง สามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,ห้วยขวาง,สามเสนนอก,กรุงเทพมหานคร,2022-12-07 11:43:53.21671+00,{แสงสว่าง},inprogress,,0,กำลังดำเนินการ
98,289649,ถนน,91,กรุงเทพมหานคร,แจ้งเรื่องถนนในซอย ชำรุด พัง เป็นหลังเตา ทำให้ใต้ท้องรถขูด,2022-LNY944,"['100.47167', '13.66909']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/72303040226241094412605264f0defe4ef0685f.jpg,,23 ถ. พระราม ๒ แขวง บางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,จอมทอง,บางมด,กรุงเทพมหานคร,2022-12-07 11:38:19.991501+00,{ถนน},inprogress,,0,กำลังดำเนินการ
99,289648,,12,กรุงเทพมหานคร,จริงเปนเรื่องเดิมจากที่แจ้งล่าสุด ไฟบนสะพานลอยยังไม่ติดเหมือนเดิม ดูเหมือนยังไม่ได้รับการแก้ไขเลย,2022-BDGTBF,"['100.64177', '13.73726']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/7b2137ea8771909fe53438aeb5f3cf84b1bb5022.jpg,,ป้ายรถประจำทาง สถานีรถไฟหัวหมาก 2 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-12-07 11:36:23.878124+00,{},report,,0,รอรับเรื่อง
100,289646,"การเดินทาง,ท่อระบายน้ำ",9,กรุงเทพมหานคร,เปลี่ยนฝาท่อระบายน้ำในขณะที่ในซอยมีการทำท่อประปาทำให้การเดินทางสัญจรแย่มากแล้วก็เปลี่ยนท่อระบายน้ำไม่รู้กี่รอบไม่รู้ว่าคอรัปชั่นหรือเปล่า,2022-N2D9ZY,"['100.61714', '13.70162']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/0ea348029de03cc10b41d3d713b07cee455c8ef9.jpg,,596 ซอย สาหร่ายทองคำ แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-07 11:35:30.360232+00,"{การเดินทาง,ท่อระบายน้ำ}",report,,0,รอรับเรื่อง
101,289644,"ความปลอดภัย,แสงสว่าง",12,กรุงเทพมหานคร,ไม่มีไฟบริเวณป้ายรถเมล์ตรงทางแยกเกียกกาย กลางคืนค่อนข้างมืดหากไม่มีรถวิ่ง ทำให้รู้สึกไม่ปลอดภัย,2022-6CZN9C,"['100.52212', '13.79701']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/bfa9b0fc19f0e45b7d4ea9fe7774116695c1ffcf.jpg,,ปตอ. แขวง ถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,ดุสิต,ถนนนครไชยศรี,กรุงเทพมหานคร,2022-12-07 11:33:43.300769+00,"{ความปลอดภัย,แสงสว่าง}",inprogress,,0,รอรับเรื่อง
102,289636,น้ำท่วม,12,กรุงเทพมหานคร,สะพานลอยชำรุด เสาราวจับบริเวณคอสะพานสึก และ รูระบายน้ำพื้นผิวอุดตัน,2022-9MQ9NB,"['100.58725', '13.84111']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6ab0427276524ee86b36bb8d000d47115bf2d2ad.jpg,,38 ถ. ประเสริฐมนูกิจ แขวง เสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จตุจักร,เสนานิคม,กรุงเทพมหานคร,2022-12-07 11:20:10.368771+00,{น้ำท่วม},report,,0,รอรับเรื่อง
103,289635,"ทางเท้า,ถนน",6,กรุงเทพมหานคร,"🎙️🔉🔊 แจ้งฟุตบาท ชำรุด
🚶‍♀️🚶‍♂️ทางเดิน แผ่นปูทรดแตกร้าวหลายอผ่น มีหลุดร่อน
📌 ตรง แนวรั้วสังกะสี ก่อนถึงร้าน ตำ เพลิน เพลิน
🛣️ ถนน นวมินทร์ ฝั่งเลขคู่ 
ตรงข้าม เดอะคิ้วนวมินทร์คอนโด

🙏👷👩‍🔧 ขอขอบคุณ เจ้าหน้าที่ทุกท่าน ในการจัดการปัญหาดังกล่าว
👏👏👏✌️✌️",2022-LVXZFX,"['100.66079', '13.83510']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/eaffefc32c59c15ad38719b64ade0dc188d0846d.jpg,,1013 Moo 10 Nawamin Road Khlong Kum Khet Bueng Kum Bangkok 10230 แขวง รามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,คันนายาว,รามอินทรา,กรุงเทพมหานคร,2022-12-07 11:18:44.618731+00,"{ทางเท้า,ถนน}",inprogress,,0,กำลังดำเนินการ
104,289634,ทางเท้า,6,กรุงเทพมหานคร,ขายของบนทางเท้าอีกแล้ว จุดเดิมเคยแจ้งไปแล้ว,2022-ERB29G,"['100.53956', '13.74661']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f96b1de2cff425e6a0aa675537e6422d40e95e6e.jpg,,999/9 ถนน พระรามที่ ๑ แขวง ปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร,2022-12-07 11:17:08.256202+00,{ทางเท้า},report,,0,รอรับเรื่อง
105,289633,,12,กรุงเทพมหานคร,วัยรุ่นแข่งมอนฝร์อเตอร์ไซค์และตั้งวงเหล้าใต้ทางด่วน,2022-BAYYCF,"['100.60024', '13.71445']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f1612a634cc27845db6aec37ba04c457dd779ed3.jpg,,49 ถ. สุขุมวิท แขวง พระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,วัฒนา,พระโขนงเหนือ,กรุงเทพมหานคร,2022-12-07 11:13:54.785246+00,{},inprogress,,0,รอรับเรื่อง
106,289632,"ถนน,ทางเท้า",6,กรุงเทพมหานคร,"🎙️🔉🔊 แจ้งฟุตบาท ชำรุด
🚶‍♀️🚶‍♂️ทางเดิน แผ่นปูทรดแตกร้าวหลายอผ่น มีหลุดร่อน
📌 ตรง หน้าร้าน ตำ เพลิน เพลิน แถวป้ายรถเมล์
ตรงข้าม⛽ ปั๊มเอสโซ่
🛣️ ถนน นวมินทร์ ฝั่งเลขคู่ 

🙏👷👩‍🔧 ขอขอบคุณ เจ้าหน้าที่ทุกท่าน ในการจัดการปัญหาดังกล่าว
👏👏👏✌️✌️",2022-MVATNU,"['100.66080', '13.83427']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/49cae34da9f395a55e4bad183ac5accca29c47c3.jpg,,32 ถนน นวมินทร์ แขวง รามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,คันนายาว,รามอินทรา,กรุงเทพมหานคร,2022-12-07 11:12:33.608959+00,"{ถนน,ทางเท้า}",inprogress,,0,กำลังดำเนินการ
107,289631,"ถนน,จราจร",9,กรุงเทพมหานคร,มีการปรับปรุงถนน ทำให้รถติด ในเวลาเร่งด่วนค่ะ คนรอรถสองแถวเยอะมากแต่ไม่มีรถ เพราะรถในซอยติดมาก,2022-LCBPPE,"['100.61445', '13.70090']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/7e9512f5ce15167558363a8590892677dbe82f9a.jpg,,ปาก ซอย พึ่งมี 22 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-07 11:10:27.225354+00,"{ถนน,จราจร}",report,,0,รอรับเรื่อง
108,289630,แสงสว่าง,91,กรุงเทพมหานคร,"ป้ายรถเมล์ไม่มีไฟแจ้งไปหลายครั้งแล้วไม่คืบหน้าไปไหนเลย
ไฟพอหลังจากแจ้งเรื่องครั้งแรกแล้วมาทำใช้ำด้ไม่เท่าไหร่ก็ไม่ติดเหมือนเดิมแล้วตอนนี้มีผู้ชายเร่ร่อนชอบมานั่งด้วย เราไม่เข้าใจเราก็ร้องไปหลายรอบมากแล้วก็ยังเป็นแบบนี้ ต้องรอให้มีเรื่องมีคนตายคนโนปล้นแบบนี้ก่อนถึงจะมาแก้ไขปัญหาแบบนั้นเหรอ
แจ้งแล้วตามเรื่องเป็น10รอบแล้วรบกวนย้อนไปดูประวัติการแจ้งด้วยนะคะ
แล้วที่เราแจ้งคือป้ายรถเมล์พัฒนาการ48
ที่นั่งก็พัง",2022-EVZN2K,"['100.63190', '13.73666']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/514762a360628674af61816e21ec04c005a27a45.jpg,,1526 ถ. พัฒนาการ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-12-07 11:08:57.493963+00,{แสงสว่าง},report,,0,รอรับเรื่อง
109,289628,กีดขวาง,91,กรุงเทพมหานคร,รถเข็นจอดขายตรงทางเลี้ยว,2022-79XCUB,"['100.50872', '13.72856']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f3b8262d326452d735b141f2db85e4da22a2f8a0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e22ed824637c96fe53cf2a957ed9fc9259179af3.jpg,4 ถ. เจริญนคร แขวง คลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,คลองสาน,คลองต้นไทร,กรุงเทพมหานคร,2022-12-07 11:07:09.985975+00,{กีดขวาง},finish,4,0,เสร็จสิ้น
110,289627,ทางเท้า,6,กรุงเทพมหานคร,นำรถยนต์ส่วนตัวมาจอดบนฟุตบาท,2022-6LYDDK,"['100.49911', '13.70056']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/8a493b451e3a8a0c8f63ddc9fb1b5d5202683b6d.jpg,,2/26 ถ. เจริญกรุง แขวง บางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,2022-12-07 11:06:27.031909+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
111,289626,"สัตว์จรจัด,ความปลอดภัย",12,กรุงเทพมหานคร,ปัญหาสุนัขจรจัด สร้างความเดือดร้อนและอันตรายในหมู่บ้าน ปัญจทรัพย์ พาร์ค ปิ่นเกล้า,2022-LC4F66,"['100.35863', '13.79247']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/10bf8f9705c37a452066f4c816b7ddda3ef68cd3.jpg,,Q9R5+XF กรุงเทพมหานคร ประเทศไทย,ทวีวัฒนา,ศาลาธรรมสพน์,กรุงเทพมหานคร,2022-12-07 11:04:02.182046+00,"{สัตว์จรจัด,ความปลอดภัย}",inprogress,,0,รอรับเรื่อง
112,289625,"ถนน,ต้นไม้,ทางเท้า",6,กรุงเทพมหานคร,"🎙️🔉🔊 แจ้งฟุตบาท ชำรุด
🚶‍♀️🚶‍♂️ทางเดิน แผ่นปูสูญหาย
บางจุด🌳ต้นไม้ ขุดฟุตบาทกระเบื้อง
📌 ตรงอาคารกิจรุ่งเรือง
เลขที่ 41/232 หมู่11
🛣️ ถนน นวมินทร์ ฝั่งเลขคู่ 

🙏👷👩‍🔧 ขอขอบคุณ เจ้าหน้าที่ทุกท่าน ในการจัดการปัญหาดังกล่าว
👏👏👏✌️✌️",2022-H79V7F,"['100.65990', '13.83198']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/02626136be22d7fb86997cf49da93c1c21cd98ef.jpg,,สหฟาร์ม แขวง รามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,คันนายาว,รามอินทรา,กรุงเทพมหานคร,2022-12-07 11:03:16.537037+00,"{ถนน,ต้นไม้,ทางเท้า}",inprogress,,0,กำลังดำเนินการ
113,289624,ความสะอาด,5,กรุงเทพมหานคร,ขยะเยอะมากช่วยหาวิธีอก้ไขคนทิ้งขยะหน่อยครับ,2022-KVVF2X,"['100.51560', '13.70801']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d912070be32dc7720b7cee8d40e59d2c6bfcc46a.jpg,,PG58+57J ซอย จันทน์ 51 แยก 2 แขวง วัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางคอแหลม,วัดพระยาไกร,กรุงเทพมหานคร,2022-12-07 11:02:28.596143+00,{ความสะอาด},inprogress,,0,กำลังดำเนินการ
114,289623,,6,กรุงเทพมหานคร,จอดผิดฏดหมาย,2022-ELKER6,"['100.58420', '13.71384']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/082ba4912e9bd747ad8b3e2e1cdc19c67c2c1291.jpg,,77/1 สุขุมวิท 42 แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,พระโขนง,กรุงเทพมหานคร,2022-12-07 10:58:45.358826+00,{},inprogress,,0,กำลังดำเนินการ
115,289622,ความปลอดภัย,12,กรุงเทพมหานคร,บ่อสายไฟฟ้าลงดิน ก่อสร้างใช้มาตรฐานแบบใด บางบ่อมีขอบ แต่บ่อก่อสร้างใหม่ไม่มีขอบ พื้นผิวปากบ่อก็ไม่เสมอเรียบกับผิวจราจร เสี่ยงเกิดอุบัติเหตุ,2022-7RGL2U,"['100.55610', '13.74978']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/821ff98e44add1da82c62b5e0d97b0797c0023f8.jpg,,960/17 ถนน เพชรบุรีตัดใหม่ แขวง มักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ราชเทวี,มักกะสัน,กรุงเทพมหานคร,2022-12-07 10:56:39.836124+00,{ความปลอดภัย},inprogress,,0,รอรับเรื่อง
116,289621,,6,กรุงเทพมหานคร,ขายของ,2022-DG4QCC,"['100.58442', '13.71467']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3a63fdafce32339e47825a765957f52dbeda689e.jpg,,422 สุขุมวิท 42 แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,พระโขนง,กรุงเทพมหานคร,2022-12-07 10:56:37.256606+00,{},inprogress,,0,กำลังดำเนินการ
117,289620,ถนน,12,กรุงเทพมหานคร,ปากซอยวงศ์สว่าง19 ถนนวงศ์สว่าง,2022-368A99,"['100.52313', '13.82358']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/66594434f07064ab4adc0007201506bf5cbc7c90.jpg,,RGFF+F64 ซอย วงศ์สว่าง 19 แขวง วงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,บางซื่อ,วงศ์สว่าง,กรุงเทพมหานคร,2022-12-07 10:56:28.424439+00,{ถนน},report,,0,รอรับเรื่อง
118,289619,ทางเท้า,6,กรุงเทพมหานคร,บริเวณหน้าบริษัท Psi มีการใช้ทางเท้าเป็นที่ขับขี่รถจักรยานยนต์กันตลอดเวลา คนเดินเท้าต้องคอยหลบจักรยานยนต์,2022-3ZN27N,"['100.64089', '13.73603']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/b4833ffed5989c71d35a2394ebe70421fe3ffed2.jpg,,เลขที่ 2543 2545 ซอย พัฒนาการ 49 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-12-07 10:54:29.507662+00,{ทางเท้า},report,,0,รอรับเรื่อง
119,289618,แสงสว่าง,12,กรุงเทพมหานคร,สัญญาณไฟไม่ติดมืดมากๆ,2022-F7DRZG,"['100.43908', '13.67190']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/a74ea0a003544167acd982dadf348b89a50a2c2d.jpg,,43/337 ซอย เทียนทอง 7 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,บางขุนเทียน,แสมดำ,กรุงเทพมหานคร,2022-12-07 10:54:21.429431+00,{แสงสว่าง},report,,0,รอรับเรื่อง
120,289617,"ความสะอาด,ถนน",9,กรุงเทพมหานคร,ขยะหล่นถนนศรีนครินทร์ก่อนขึ้นมอเตอร์เวย์,2022-FBKNBM,"['100.65074', '13.74008']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/012dd4afd5373de8724e91960f755edd84a6f9de.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/cbcfc34406f7e6299a7c428b2ee27a61d6544049.jpg,PMQ2+X9P แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-12-07 10:53:04.489339+00,"{ความสะอาด,ถนน}",finish,5,0,เสร็จสิ้น
